,user,longitude,latitude
0,0,-97.89460087113115,30.2691029532
1,1,4.499702613825,46.215363753
2,2,-120.01671622052947,34.150618875
3,3,,
4,4,-124.71402727225534,37.7837146673
5,5,-97.72850096229999,30.288773011999996
6,6,,
7,7,-97.74931241670001,30.2691029532
8,8,-122.3932231667,37.782405100000005
9,9,-94.7644804537,38.91034899915
10,10,-94.7641905333,38.910252041650004
11,11,-83.31630489901599,26.2847962667
12,12,-46.666704653400004,-23.58992470165
13,13,-120.3104488,47.234402965
14,14,-109.93650528180001,37.43884378155
15,15,-77.65295496807806,40.7486340343
16,16,-82.18991061773963,40.7147426115
17,17,-89.9449235201,35.12749129
18,18,-117.24221429363764,33.1376251269
19,19,-99.94601480566755,30.27054792165
20,20,-95.36441861559999,33.174686473
21,21,-117.86566859999999,33.6606068833
22,22,-81.50425343712938,40.73689613615
23,23,-76.183817568912,42.0969681167
24,24,-122.0069463333,37.785825985900004
25,25,-122.28161436114974,37.780656783299996
26,26,-121.9007981882,36.97401648
27,27,-98.12676694502568,30.2811204101
28,28,-94.82526804031839,38.934693546
29,29,-97.66192853449999,30.3131165438
30,30,-106.29750663419998,32.902240464
31,31,-97.7493953705,30.2691029532
32,32,-97.7469231333,30.267953944299997
33,33,,
34,34,-96.75611461844797,40.6438845363
35,35,-96.8187652,33.0989037349
36,36,-122.34852629,47.6245763
37,37,-86.1573161766,39.76549890855
38,38,,
39,39,-122.32475116034999,37.78738381715
40,40,-80.1350094304,40.753611413099996
41,41,-97.73609160689999,30.27021056665
42,42,-101.37293997889242,30.388495988399995
43,43,-119.00499826064001,34.0592098167
44,44,-82.77513323140552,43.029843247799995
45,45,,
46,46,,
47,47,-94.1381454146375,35.71680951975
48,48,-97.73854851719999,30.266996000000002
49,49,-94.6953458,38.998490600000004
50,50,-87.67658717500001,41.909782758350005
51,51,-94.6036108667,39.05274305
52,52,-97.7470081744,30.2706428658
53,53,-122.3823094368,37.6816999833
54,54,-97.741346,30.269649654400002
55,55,-105.282958746,40.0171225133
56,56,-122.52091996475001,46.5689834857
57,57,-123.11118913505001,49.195026361800004
58,58,-122.0207117605,37.3911084314
59,59,-82.66774322238481,38.8998409579
60,60,-97.57156947353599,35.5649337667
61,61,-81.38635898335,41.142986183299996
62,62,-122.34262347219999,37.7882178167
63,63,-122.4032949785,37.783816419000004
64,64,-94.82716292,39.12499046
65,65,-95.2358114719,38.9676585112
66,66,-97.7493953705,30.2691029532
67,67,-19.209859077502003,47.72274056665
68,68,-87.13541067218507,33.6502873167
69,69,-81.54938936229999,28.37268833385
70,70,-122.1631415289,37.4467342167
71,71,-94.66234588620001,38.9844281608
72,72,-0.11903587639999999,51.5035236336
73,73,-122.1590045396,37.45002089165
74,74,-97.8649127483,30.232865634699998
75,75,-94.62318565339673,38.993115206999995
76,76,-122.1613075833,37.44433405
77,77,-102.01158710776348,30.2690102917
78,78,-122.3278893833,37.5370606667
79,79,-101.25960257924716,30.2477404167
80,80,-97.74309824303334,30.26531764435
81,81,-122.39321261645,37.7615074333
82,82,-122.32356369210001,37.5336492833
83,83,-97.72938225835,30.2644290667
84,84,-122.23330800000001,37.486311
85,85,-122.115502,37.42266729999999
86,86,-122.32450205,37.5635820667
87,87,-121.98514440315,37.3094756068
88,88,-98.13203560997385,30.270733781599997
89,89,-96.7992496333,32.797186506100005
90,90,-85.26584832826401,35.7781320731
91,91,-101.28327748857512,30.2713453352
92,92,-122.16162565,37.7855532397
93,93,-122.39603547640002,37.779942925
94,94,-97.1304541826,32.94001435835
95,95,-109.633980302328,39.9338235333
96,96,-122.41824567104999,37.755464681599996
97,97,-97.748697779,30.2679095833
98,98,-97.75239139794999,30.232703417099998
99,99,-54.964370655418485,50.82353588149999
100,100,-39.63084636959169,50.730558608349995
101,101,-121.9655523249,37.3782399058
102,102,-97.73649073595001,30.27538829305
103,103,-29.723599589551203,48.5812377167
104,104,-122.1700799333,37.7141770694
105,105,,
106,106,-122.40323066709999,37.7671717167
107,107,-97.83700084167343,39.0410049
108,108,-122.20753781193476,37.446984528200005
109,109,-98.01888954412335,30.3307521333
110,110,-94.6670317246,38.98014955
111,111,-81.87732016077977,40.758934222600004
112,112,-97.7489702462,30.261599404000002
113,113,-97.7395677567,30.265326433650003
114,114,-122.6282521667,47.6107561957
115,115,-97.74934172629999,30.267397967399997
116,116,-98.24172566081816,30.4001660009
117,117,,
118,118,,
119,119,-91.18371199789753,26.19147165
120,120,2.9168793272368494,50.632843305
121,121,-98.39855879643652,30.2706428658
122,122,-96.4721398428,32.877513179
123,123,-122.1318668667,37.4574535167
124,124,-122.20355987549999,37.456496174
125,125,-96.79660548205001,32.8098447083
126,126,-122.21127543450001,37.419484025100004
127,127,-94.5981431007,39.1697558075
128,128,-122.18461364165,37.4854814142
129,129,-122.4243115167,37.7757619333
130,130,-122.4100357289,37.76823665
131,131,-97.75361859470264,30.2652701333
132,132,,
133,133,-122.3966835578,37.75897060835
134,134,-92.30461371577198,34.79623305
135,135,-105.30614708974714,37.7626215167
136,136,-80.20454131844386,35.9081448333
137,137,,
138,138,-98.14700504330916,30.2691029532
139,139,-122.34403967860001,47.6140109409
140,140,-105.62866341644025,38.903257195500004
141,141,-97.7482044697,30.355658535
142,142,-94.5633434505,39.1116411333
143,143,-98.10729280549006,30.2918763167
144,144,-71.40510305000001,41.82804755835
145,145,,
146,146,-88.27978056307808,39.7108727667
147,147,-88.9502682611281,39.505088084449994
148,148,-97.78034320195104,30.270733781599997
149,149,,
150,150,-90.50485731275555,38.6828733445
151,151,-97.74769485,45.5294859113
152,152,9.080530551471998,55.01142802
153,153,-97.77326408968317,30.270083000000003
154,154,-97.757679675828,30.2811204101
155,155,,
156,156,-102.29180996610944,30.359563669499998
157,157,-122.4050327407,37.7839944841
158,158,-122.07898885,37.4185169
159,159,-122.39704388335,37.7821282667
160,160,-90.4355865366785,41.8976493847
161,161,-122.3987731615,37.7814657086
162,162,-96.07809126656872,29.30469895
163,163,-98.33577990566197,30.2636861667
164,164,10.981795543091529,49.49925005
165,165,,
166,166,-97.84628128137962,30.2690658886
167,167,-0.3865325784213734,50.8261790406
168,168,,
169,169,-117.79093799401517,33.5583108452
170,170,-117.7851104736,33.6510832656
171,171,-97.77738483772599,30.2822007662
172,172,-97.74291515,30.2695755256
173,173,,
174,174,-157.80230913075002,21.2792072
175,175,17.81722515778609,59.334334172249996
176,176,-122.39696088344999,37.7799086083
177,177,-122.39516795,37.77857931135
178,178,-95.65681909942201,29.7814925538
179,179,-122.37972463955,37.7945792668
180,180,-98.31833842516646,30.4015818147
181,181,-98.9740754683913,30.2694643323
182,182,-98.75094775792721,37.7999918167
183,183,-149.87894558,61.1945105833
184,184,-106.97738961195833,40.0160629091
185,185,-112.42081041672019,41.0383979623
186,186,,
187,187,,
188,188,-122.3496299333,47.650278487950004
189,189,-105.54586535818974,40.139170886799995
190,190,-105.1157334,40.139170886799995
191,191,-122.4004744909,37.7831450558
192,192,-94.7410404682,38.9123867667
193,193,-105.07600070835,39.8860371694
194,194,-92.67730535772978,41.8935498167
195,195,-94.5926629333,39.04183745
196,196,16.5608811378,48.119909414
197,197,-122.2767283,37.7687074667
198,198,4.457842567,51.9118359361
199,199,,
200,200,-122.44567001918801,37.8729563477
201,201,-122.4039143069,37.7819325
202,202,-97.8151120222,30.21333681515
203,203,-97.88229403493581,30.2586223817
204,204,-106.03173811835488,40.015557213200005
205,205,-157.8461059909,21.3000704197
206,206,-97.2128328013,32.935278366700004
207,207,,
208,208,-98.0130211502264,30.27906484995
209,209,-97.7095699977,30.2912431068
210,210,-97.738231,30.3073646792
211,211,-97.73546129469999,30.322165090100004
212,212,-97.78300985325865,30.2650906296
213,213,-105.23613286755,40.0168482802
214,214,-97.7302765833,30.3158487927
215,215,-114.0811104331,51.0385123246
216,216,-115.1194279833,36.01933595
217,217,-122.39408969879999,37.7608088167
218,218,-97.59704657043595,35.57966945
219,219,-98.68102202053217,35.325495966700004
220,220,-97.7493229343,30.26961259
221,221,-122.10630139999999,37.415423943549996
222,222,-94.65316966720574,41.9092478376
223,223,-118.4071683884,37.7731498
224,224,-97.93725129715024,29.937601925000003
225,225,-97.7691847932679,30.2477947667
226,226,-96.9235011333,32.8702611053
227,227,-97.74457555725,30.360753984699997
228,228,-94.58825110835,39.011061345
229,229,-122.3386968333,47.6576010833
230,230,,
231,231,-122.42249029999999,37.7666218333
232,232,-97.32646690000001,37.6858580811
233,233,-97.72682726379999,30.26985525
234,234,-122.40279515,37.7860374667
235,235,-122.41179784234669,37.7864788714
236,236,-96.8030261833,32.8206356833
237,237,-93.6646111819,41.5700770833
238,238,-97.73788561309999,30.268471
239,239,-105.0966665167,39.9986282667
240,240,-122.0880496502,37.422386139699995
241,241,-122.15661021665,47.7546615582
242,242,-97.7400264144,30.304166066700002
243,243,-85.19316269025839,40.7422661063
244,244,-117.26098852024771,33.6176651617
245,245,-122.1382498741,37.7996045088
246,246,-121.97618569055001,37.3467428429
247,247,-123.0010843167,49.2640245
248,248,-94.97846495031025,39.039599583299996
249,249,-122.1296091442,37.428283605
250,250,153.19770564923493,-27.50967263684464
251,251,-122.20155086515001,37.4379551209
